Model,Dataset,Config,Seed,ECE
chandar-lab/NeoBERT,kaggle,prep1_aug0,seed_24677315,0.047509
chandar-lab/NeoBERT,kaggle,prep1_aug0,seed_37622020,0.048747
chandar-lab/NeoBERT,kaggle,prep1_aug0,seed_43782163,0.030325
chandar-lab/NeoBERT,kaggle,prep1_aug0,seed_52680723,0.047751
chandar-lab/NeoBERT,kaggle,prep1_aug0,seed_67351593,0.050102
chandar-lab/NeoBERT,kaggle,prep1_aug0,seed_70681460,0.032449
chandar-lab/NeoBERT,kaggle,prep1_aug0,seed_87212562,0.051518
chandar-lab/NeoBERT,kaggle,prep1_aug0,seed_90995999,0.029827
chandar-lab/NeoBERT,kaggle,prep1_aug0,seed_99511865,0.049293
distilbert-base-cased,kaggle,prep1_aug0,seed_14298463,0.046034
distilbert-base-cased,kaggle,prep1_aug0,seed_24677315,0.046318
distilbert-base-cased,kaggle,prep1_aug0,seed_37622020,0.038601
distilbert-base-cased,kaggle,prep1_aug0,seed_43782163,0.041715
distilbert-base-cased,kaggle,prep1_aug0,seed_52680723,0.023367
distilbert-base-cased,kaggle,prep1_aug0,seed_67351593,0.046813
distilbert-base-cased,kaggle,prep1_aug0,seed_70681460,0.026034
distilbert-base-cased,kaggle,prep1_aug0,seed_87212562,0.022264
distilbert-base-cased,kaggle,prep1_aug0,seed_90995999,0.046542
distilbert-base-cased,kaggle,prep1_aug0,seed_99511865,0.033041
distilbert-base-uncased,kaggle,prep1_aug0,seed_14298463,0.016891
distilbert-base-uncased,kaggle,prep1_aug0,seed_24677315,0.047866
distilbert-base-uncased,kaggle,prep1_aug0,seed_37622020,0.028272
distilbert-base-uncased,kaggle,prep1_aug0,seed_43782163,0.046359
distilbert-base-uncased,kaggle,prep1_aug0,seed_52680723,0.047149
distilbert-base-uncased,kaggle,prep1_aug0,seed_67351593,0.047306
distilbert-base-uncased,kaggle,prep1_aug0,seed_70681460,0.032218
distilbert-base-uncased,kaggle,prep1_aug0,seed_87212562,0.029005
distilbert-base-uncased,kaggle,prep1_aug0,seed_90995999,0.028378
distilbert-base-uncased,kaggle,prep1_aug0,seed_99511865,0.047937
google/mobilebert-uncased,kaggle,prep1_aug0,seed_14298463,0.033625
google/mobilebert-uncased,kaggle,prep1_aug0,seed_24677315,0.040858
google/mobilebert-uncased,kaggle,prep1_aug0,seed_37622020,0.035628
google/mobilebert-uncased,kaggle,prep1_aug0,seed_43782163,0.04478
google/mobilebert-uncased,kaggle,prep1_aug0,seed_52680723,0.046353
google/mobilebert-uncased,kaggle,prep1_aug0,seed_67351593,0.04576
google/mobilebert-uncased,kaggle,prep1_aug0,seed_70681460,0.048546
google/mobilebert-uncased,kaggle,prep1_aug0,seed_87212562,0.049061
google/mobilebert-uncased,kaggle,prep1_aug0,seed_90995999,0.042897
google/mobilebert-uncased,kaggle,prep1_aug0,seed_99511865,0.036573
gpt2,kaggle,prep1_aug0,seed_14298463,0.041032
gpt2,kaggle,prep1_aug0,seed_24677315,0.041666
gpt2,kaggle,prep1_aug0,seed_37622020,0.036813
gpt2,kaggle,prep1_aug0,seed_43782163,0.023474
gpt2,kaggle,prep1_aug0,seed_52680723,0.039112
gpt2,kaggle,prep1_aug0,seed_67351593,0.029084
gpt2,kaggle,prep1_aug0,seed_70681460,0.028518
gpt2,kaggle,prep1_aug0,seed_87212562,0.02749
gpt2,kaggle,prep1_aug0,seed_90995999,0.044557
gpt2,kaggle,prep1_aug0,seed_99511865,0.045462
roberta-base,kaggle,prep1_aug0,seed_14298463,0.045603
roberta-base,kaggle,prep1_aug0,seed_24677315,0.043431
roberta-base,kaggle,prep1_aug0,seed_37622020,0.040064
roberta-base,kaggle,prep1_aug0,seed_43782163,0.048447
roberta-base,kaggle,prep1_aug0,seed_52680723,0.052388
roberta-base,kaggle,prep1_aug0,seed_67351593,0.051884
roberta-base,kaggle,prep1_aug0,seed_70681460,0.029847
roberta-base,kaggle,prep1_aug0,seed_87212562,0.049529
roberta-base,kaggle,prep1_aug0,seed_90995999,0.050566
roberta-base,kaggle,prep1_aug0,seed_99511865,0.048652
sarkerlab/SocBERT-base,kaggle,prep1_aug0,seed_14298463,0.047467
sarkerlab/SocBERT-base,kaggle,prep1_aug0,seed_24677315,0.04589
sarkerlab/SocBERT-base,kaggle,prep1_aug0,seed_37622020,0.045811
sarkerlab/SocBERT-base,kaggle,prep1_aug0,seed_43782163,0.01571
sarkerlab/SocBERT-base,kaggle,prep1_aug0,seed_52680723,0.042637
sarkerlab/SocBERT-base,kaggle,prep1_aug0,seed_67351593,0.048286
sarkerlab/SocBERT-base,kaggle,prep1_aug0,seed_70681460,0.044016
sarkerlab/SocBERT-base,kaggle,prep1_aug0,seed_87212562,0.047444
sarkerlab/SocBERT-base,kaggle,prep1_aug0,seed_90995999,0.047079
sarkerlab/SocBERT-base,kaggle,prep1_aug0,seed_99511865,0.043112
vinai/bertweet-base,kaggle,prep1_aug0,seed_14298463,0.035739
vinai/bertweet-base,kaggle,prep1_aug0,seed_24677315,0.030315
vinai/bertweet-base,kaggle,prep1_aug0,seed_37622020,0.040617
vinai/bertweet-base,kaggle,prep1_aug0,seed_43782163,0.042166
vinai/bertweet-base,kaggle,prep1_aug0,seed_52680723,0.007911
vinai/bertweet-base,kaggle,prep1_aug0,seed_67351593,0.045445
vinai/bertweet-base,kaggle,prep1_aug0,seed_70681460,0.022053
vinai/bertweet-base,kaggle,prep1_aug0,seed_87212562,0.024701
vinai/bertweet-base,kaggle,prep1_aug0,seed_90995999,0.038347
vinai/bertweet-base,kaggle,prep1_aug0,seed_99511865,0.025709
xlnet-base-cased,kaggle,prep1_aug0,seed_14298463,0.048257
xlnet-base-cased,kaggle,prep1_aug0,seed_24677315,0.046669
xlnet-base-cased,kaggle,prep1_aug0,seed_37622020,0.040533
xlnet-base-cased,kaggle,prep1_aug0,seed_43782163,0.042221
xlnet-base-cased,kaggle,prep1_aug0,seed_52680723,0.042011
xlnet-base-cased,kaggle,prep1_aug0,seed_67351593,0.039265
xlnet-base-cased,kaggle,prep1_aug0,seed_70681460,0.034616
xlnet-base-cased,kaggle,prep1_aug0,seed_87212562,0.029051
xlnet-base-cased,kaggle,prep1_aug0,seed_90995999,0.028772
xlnet-base-cased,kaggle,prep1_aug0,seed_99511865,0.044053
GroNLP/hateBERT,tweeteval,prep1_aug0,seed_14298463,0.015843
GroNLP/hateBERT,tweeteval,prep1_aug0,seed_24677315,0.057376
GroNLP/hateBERT,tweeteval,prep1_aug0,seed_37622020,0.055399
GroNLP/hateBERT,tweeteval,prep1_aug0,seed_43782163,0.051314
GroNLP/hateBERT,tweeteval,prep1_aug0,seed_52680723,0.056603
GroNLP/hateBERT,tweeteval,prep1_aug0,seed_67351593,0.058445
GroNLP/hateBERT,tweeteval,prep1_aug0,seed_70681460,0.057439
GroNLP/hateBERT,tweeteval,prep1_aug0,seed_87212562,0.057925
GroNLP/hateBERT,tweeteval,prep1_aug0,seed_90995999,0.055421
GroNLP/hateBERT,tweeteval,prep1_aug0,seed_99511865,0.056199
Twitter/twhin-bert-base,tweeteval,prep1_aug0,seed_14298463,0.047269
Twitter/twhin-bert-base,tweeteval,prep1_aug0,seed_24677315,0.03205
Twitter/twhin-bert-base,tweeteval,prep1_aug0,seed_37622020,0.023498
Twitter/twhin-bert-base,tweeteval,prep1_aug0,seed_43782163,0.054802
Twitter/twhin-bert-base,tweeteval,prep1_aug0,seed_52680723,0.051588
Twitter/twhin-bert-base,tweeteval,prep1_aug0,seed_67351593,0.048253
Twitter/twhin-bert-base,tweeteval,prep1_aug0,seed_70681460,0.055476
Twitter/twhin-bert-base,tweeteval,prep1_aug0,seed_87212562,0.041696
Twitter/twhin-bert-base,tweeteval,prep1_aug0,seed_90995999,0.058368
Twitter/twhin-bert-base,tweeteval,prep1_aug0,seed_99511865,0.05121
albert/albert-base-v2,tweeteval,prep1_aug0,seed_14298463,0.044777
albert/albert-base-v2,tweeteval,prep1_aug0,seed_24677315,0.04392
albert/albert-base-v2,tweeteval,prep1_aug0,seed_37622020,0.053406
albert/albert-base-v2,tweeteval,prep1_aug0,seed_43782163,0.055435
albert/albert-base-v2,tweeteval,prep1_aug0,seed_52680723,0.037311
albert/albert-base-v2,tweeteval,prep1_aug0,seed_67351593,0.0574
albert/albert-base-v2,tweeteval,prep1_aug0,seed_70681460,0.052116
albert/albert-base-v2,tweeteval,prep1_aug0,seed_87212562,0.046309
albert/albert-base-v2,tweeteval,prep1_aug0,seed_90995999,0.043662
albert/albert-base-v2,tweeteval,prep1_aug0,seed_99511865,0.052278
all-MiniLM-L12-v2,tweeteval,prep1_aug0,seed_14298463,0.048037
all-MiniLM-L12-v2,tweeteval,prep1_aug0,seed_24677315,0.023204
all-MiniLM-L12-v2,tweeteval,prep1_aug0,seed_37622020,0.057767
all-MiniLM-L12-v2,tweeteval,prep1_aug0,seed_43782163,0.046574
all-MiniLM-L12-v2,tweeteval,prep1_aug0,seed_52680723,0.032391
all-MiniLM-L12-v2,tweeteval,prep1_aug0,seed_67351593,0.05657
all-MiniLM-L12-v2,tweeteval,prep1_aug0,seed_70681460,0.043489
all-MiniLM-L12-v2,tweeteval,prep1_aug0,seed_87212562,0.045707
all-MiniLM-L12-v2,tweeteval,prep1_aug0,seed_90995999,0.038507
all-MiniLM-L12-v2,tweeteval,prep1_aug0,seed_99511865,0.003802
all-MiniLM-L6-v2,tweeteval,prep1_aug0,seed_14298463,0.045726
all-MiniLM-L6-v2,tweeteval,prep1_aug0,seed_24677315,0.048175
all-MiniLM-L6-v2,tweeteval,prep1_aug0,seed_37622020,0.057322
all-MiniLM-L6-v2,tweeteval,prep1_aug0,seed_43782163,0.044464
all-MiniLM-L6-v2,tweeteval,prep1_aug0,seed_52680723,0.049248
all-MiniLM-L6-v2,tweeteval,prep1_aug0,seed_67351593,0.058334
all-MiniLM-L6-v2,tweeteval,prep1_aug0,seed_70681460,0.058621
all-MiniLM-L6-v2,tweeteval,prep1_aug0,seed_87212562,0.060191
all-MiniLM-L6-v2,tweeteval,prep1_aug0,seed_90995999,0.030594
all-MiniLM-L6-v2,tweeteval,prep1_aug0,seed_99511865,0.029443
all-distilroberta-v1,tweeteval,prep1_aug0,seed_14298463,0.037106
all-distilroberta-v1,tweeteval,prep1_aug0,seed_24677315,0.053089
all-distilroberta-v1,tweeteval,prep1_aug0,seed_37622020,0.056414
all-distilroberta-v1,tweeteval,prep1_aug0,seed_43782163,0.025863
all-distilroberta-v1,tweeteval,prep1_aug0,seed_52680723,0.051471
all-distilroberta-v1,tweeteval,prep1_aug0,seed_67351593,0.016181
all-distilroberta-v1,tweeteval,prep1_aug0,seed_70681460,0.040135
all-distilroberta-v1,tweeteval,prep1_aug0,seed_87212562,0.043077
all-distilroberta-v1,tweeteval,prep1_aug0,seed_90995999,0.058753
all-distilroberta-v1,tweeteval,prep1_aug0,seed_99511865,0.056667
all-mpnet-base-v2,tweeteval,prep1_aug0,seed_14298463,0.048756
all-mpnet-base-v2,tweeteval,prep1_aug0,seed_24677315,0.041997
all-mpnet-base-v2,tweeteval,prep1_aug0,seed_37622020,0.055066
all-mpnet-base-v2,tweeteval,prep1_aug0,seed_43782163,0.052692
all-mpnet-base-v2,tweeteval,prep1_aug0,seed_52680723,0.041608
all-mpnet-base-v2,tweeteval,prep1_aug0,seed_67351593,0.054728
all-mpnet-base-v2,tweeteval,prep1_aug0,seed_70681460,0.052262
all-mpnet-base-v2,tweeteval,prep1_aug0,seed_87212562,0.034827
all-mpnet-base-v2,tweeteval,prep1_aug0,seed_90995999,0.052588
all-mpnet-base-v2,tweeteval,prep1_aug0,seed_99511865,0.051323
answerdotai/ModernBERT-base,tweeteval,prep1_aug0,seed_14298463,0.057825
answerdotai/ModernBERT-base,tweeteval,prep1_aug0,seed_24677315,0.058989
answerdotai/ModernBERT-base,tweeteval,prep1_aug0,seed_37622020,0.05548
answerdotai/ModernBERT-base,tweeteval,prep1_aug0,seed_43782163,0.056136
answerdotai/ModernBERT-base,tweeteval,prep1_aug0,seed_52680723,0.056286
answerdotai/ModernBERT-base,tweeteval,prep1_aug0,seed_67351593,0.047488
answerdotai/ModernBERT-base,tweeteval,prep1_aug0,seed_70681460,0.057475
answerdotai/ModernBERT-base,tweeteval,prep1_aug0,seed_87212562,0.057916
answerdotai/ModernBERT-base,tweeteval,prep1_aug0,seed_90995999,0.057778
answerdotai/ModernBERT-base,tweeteval,prep1_aug0,seed_99511865,0.061554
bert-base-cased,tweeteval,prep1_aug0,seed_14298463,0.052857
bert-base-cased,tweeteval,prep1_aug0,seed_24677315,0.040985
bert-base-cased,tweeteval,prep1_aug0,seed_37622020,0.060484
bert-base-cased,tweeteval,prep1_aug0,seed_43782163,0.055619
bert-base-cased,tweeteval,prep1_aug0,seed_52680723,0.054505
bert-base-cased,tweeteval,prep1_aug0,seed_67351593,0.054744
bert-base-cased,tweeteval,prep1_aug0,seed_70681460,0.055043
bert-base-cased,tweeteval,prep1_aug0,seed_87212562,0.055984
bert-base-cased,tweeteval,prep1_aug0,seed_90995999,0.052151
bert-base-cased,tweeteval,prep1_aug0,seed_99511865,0.052591
bert-base-uncased,tweeteval,prep1_aug0,seed_14298463,0.056192
bert-base-uncased,tweeteval,prep1_aug0,seed_24677315,0.053929
bert-base-uncased,tweeteval,prep1_aug0,seed_37622020,0.0146
bert-base-uncased,tweeteval,prep1_aug0,seed_43782163,0.045325
bert-base-uncased,tweeteval,prep1_aug0,seed_52680723,0.035408
bert-base-uncased,tweeteval,prep1_aug0,seed_67351593,0.037308
bert-base-uncased,tweeteval,prep1_aug0,seed_70681460,0.053535
bert-base-uncased,tweeteval,prep1_aug0,seed_87212562,0.059589
bert-base-uncased,tweeteval,prep1_aug0,seed_90995999,0.024934
bert-base-uncased,tweeteval,prep1_aug0,seed_99511865,0.011114
chandar-lab/NeoBERT,tweeteval,prep1_aug0,seed_14298463,0.059063
chandar-lab/NeoBERT,tweeteval,prep1_aug0,seed_24677315,0.04756
chandar-lab/NeoBERT,tweeteval,prep1_aug0,seed_37622020,0.059042
chandar-lab/NeoBERT,tweeteval,prep1_aug0,seed_43782163,0.059416
chandar-lab/NeoBERT,tweeteval,prep1_aug0,seed_52680723,0.057743
chandar-lab/NeoBERT,tweeteval,prep1_aug0,seed_67351593,0.055967
chandar-lab/NeoBERT,tweeteval,prep1_aug0,seed_70681460,0.057983
chandar-lab/NeoBERT,tweeteval,prep1_aug0,seed_87212562,0.058475
chandar-lab/NeoBERT,tweeteval,prep1_aug0,seed_90995999,0.059904
chandar-lab/NeoBERT,tweeteval,prep1_aug0,seed_99511865,0.06126
distilbert-base-cased,tweeteval,prep1_aug0,seed_14298463,0.054081
distilbert-base-cased,tweeteval,prep1_aug0,seed_24677315,0.059201
distilbert-base-cased,tweeteval,prep1_aug0,seed_37622020,0.023035
distilbert-base-cased,tweeteval,prep1_aug0,seed_43782163,0.058924
distilbert-base-cased,tweeteval,prep1_aug0,seed_52680723,0.054822
distilbert-base-cased,tweeteval,prep1_aug0,seed_67351593,0.056315
distilbert-base-cased,tweeteval,prep1_aug0,seed_70681460,0.055555
distilbert-base-cased,tweeteval,prep1_aug0,seed_87212562,0.053338
distilbert-base-cased,tweeteval,prep1_aug0,seed_90995999,0.054103
distilbert-base-cased,tweeteval,prep1_aug0,seed_99511865,0.029799
distilbert-base-uncased,tweeteval,prep1_aug0,seed_14298463,0.05563
distilbert-base-uncased,tweeteval,prep1_aug0,seed_24677315,0.037474
distilbert-base-uncased,tweeteval,prep1_aug0,seed_37622020,0.022493
distilbert-base-uncased,tweeteval,prep1_aug0,seed_43782163,0.023684
distilbert-base-uncased,tweeteval,prep1_aug0,seed_52680723,0.056467
distilbert-base-uncased,tweeteval,prep1_aug0,seed_67351593,0.054656
distilbert-base-uncased,tweeteval,prep1_aug0,seed_70681460,0.038499
distilbert-base-uncased,tweeteval,prep1_aug0,seed_87212562,0.046523
distilbert-base-uncased,tweeteval,prep1_aug0,seed_90995999,0.028204
distilbert-base-uncased,tweeteval,prep1_aug0,seed_99511865,0.023143
google/mobilebert-uncased,tweeteval,prep1_aug0,seed_14298463,0.042734
google/mobilebert-uncased,tweeteval,prep1_aug0,seed_24677315,0.044986
google/mobilebert-uncased,tweeteval,prep1_aug0,seed_37622020,0.026047
google/mobilebert-uncased,tweeteval,prep1_aug0,seed_43782163,0.057273
google/mobilebert-uncased,tweeteval,prep1_aug0,seed_52680723,0.049462
google/mobilebert-uncased,tweeteval,prep1_aug0,seed_67351593,0.057895
google/mobilebert-uncased,tweeteval,prep1_aug0,seed_70681460,0.032745
google/mobilebert-uncased,tweeteval,prep1_aug0,seed_87212562,0.050932
google/mobilebert-uncased,tweeteval,prep1_aug0,seed_90995999,0.047589
google/mobilebert-uncased,tweeteval,prep1_aug0,seed_99511865,0.037715
gpt2,tweeteval,prep1_aug0,seed_14298463,0.032802
gpt2,tweeteval,prep1_aug0,seed_24677315,0.036291
gpt2,tweeteval,prep1_aug0,seed_37622020,0.046679
gpt2,tweeteval,prep1_aug0,seed_43782163,0.043843
gpt2,tweeteval,prep1_aug0,seed_52680723,0.056023
gpt2,tweeteval,prep1_aug0,seed_67351593,0.041131
gpt2,tweeteval,prep1_aug0,seed_70681460,0.05438
gpt2,tweeteval,prep1_aug0,seed_87212562,0.040078
gpt2,tweeteval,prep1_aug0,seed_90995999,0.046878
gpt2,tweeteval,prep1_aug0,seed_99511865,0.015375
roberta-base,tweeteval,prep1_aug0,seed_14298463,0.057994
roberta-base,tweeteval,prep1_aug0,seed_24677315,0.055305
roberta-base,tweeteval,prep1_aug0,seed_37622020,0.05851
roberta-base,tweeteval,prep1_aug0,seed_43782163,0.05817
roberta-base,tweeteval,prep1_aug0,seed_52680723,0.044827
roberta-base,tweeteval,prep1_aug0,seed_67351593,0.045512
roberta-base,tweeteval,prep1_aug0,seed_70681460,0.053917
roberta-base,tweeteval,prep1_aug0,seed_87212562,0.034515
roberta-base,tweeteval,prep1_aug0,seed_90995999,0.056446
roberta-base,tweeteval,prep1_aug0,seed_99511865,0.051307
sarkerlab/SocBERT-base,tweeteval,prep1_aug0,seed_14298463,0.056338
sarkerlab/SocBERT-base,tweeteval,prep1_aug0,seed_24677315,0.016841
sarkerlab/SocBERT-base,tweeteval,prep1_aug0,seed_37622020,0.056169
sarkerlab/SocBERT-base,tweeteval,prep1_aug0,seed_43782163,0.053943
sarkerlab/SocBERT-base,tweeteval,prep1_aug0,seed_52680723,0.056452
sarkerlab/SocBERT-base,tweeteval,prep1_aug0,seed_67351593,0.056343
sarkerlab/SocBERT-base,tweeteval,prep1_aug0,seed_70681460,0.055243
sarkerlab/SocBERT-base,tweeteval,prep1_aug0,seed_87212562,0.053713
sarkerlab/SocBERT-base,tweeteval,prep1_aug0,seed_90995999,0.054077
sarkerlab/SocBERT-base,tweeteval,prep1_aug0,seed_99511865,0.055831
vinai/bertweet-base,tweeteval,prep1_aug0,seed_14298463,0.049353
vinai/bertweet-base,tweeteval,prep1_aug0,seed_24677315,0.050561
vinai/bertweet-base,tweeteval,prep1_aug0,seed_37622020,0.017215
vinai/bertweet-base,tweeteval,prep1_aug0,seed_43782163,0.043452
vinai/bertweet-base,tweeteval,prep1_aug0,seed_52680723,0.03012
vinai/bertweet-base,tweeteval,prep1_aug0,seed_67351593,0.034618
vinai/bertweet-base,tweeteval,prep1_aug0,seed_70681460,0.035457
vinai/bertweet-base,tweeteval,prep1_aug0,seed_87212562,0.052155
vinai/bertweet-base,tweeteval,prep1_aug0,seed_90995999,0.050837
vinai/bertweet-base,tweeteval,prep1_aug0,seed_99511865,0.009873
xlnet-base-cased,tweeteval,prep1_aug0,seed_14298463,0.051554
xlnet-base-cased,tweeteval,prep1_aug0,seed_24677315,0.057106
xlnet-base-cased,tweeteval,prep1_aug0,seed_37622020,0.046876
xlnet-base-cased,tweeteval,prep1_aug0,seed_43782163,0.050555
xlnet-base-cased,tweeteval,prep1_aug0,seed_52680723,0.030296
xlnet-base-cased,tweeteval,prep1_aug0,seed_67351593,0.032697
xlnet-base-cased,tweeteval,prep1_aug0,seed_70681460,0.056872
xlnet-base-cased,tweeteval,prep1_aug0,seed_87212562,0.045569
xlnet-base-cased,tweeteval,prep1_aug0,seed_90995999,0.048192
xlnet-base-cased,tweeteval,prep1_aug0,seed_99511865,0.034951
